nuclide   ,mass                ,uncertainty         ,Year/link 
170Gd     ,169.956146          ,0.000537            ,2020      
170Tb     ,169.949855          ,0.000322            ,2020      
170Dy     ,169.942340          ,0.000215            ,2020      
170Ho     ,169.939626548       ,0.000053697         ,2020      
170Er     ,169.935471933       ,0.000001488         ,2020      
170Tm     ,169.935807093       ,0.000000785         ,2020      
170Yb     ,169.934767242       ,0.000000011         ,2020      
170Lu     ,169.938479230       ,0.000018081         ,2020      
170Hf     ,169.939609000       ,0.000030000         ,2020      
170Ta     ,169.946175000       ,0.000030000         ,2020      
170W      ,169.949231235       ,0.000014165         ,2020      
170Re     ,169.958234844       ,0.000012267         ,2020      
170Os     ,169.963579273       ,0.000010476         ,2020      
170Ir     ,169.975113          ,0.000109            ,2020      
170Pt     ,169.982502087       ,0.000019588         ,2020      
170Au     ,169.996024          ,0.000216            ,2020      
170Hg     ,170.005814          ,0.000324            ,2020      
171Gd     ,170.961127          ,0.000537            ,2020      
171Tb     ,170.953011          ,0.000429            ,2020      
171Dy     ,170.946312          ,0.000215            ,2020      
171Ho     ,170.941472713       ,0.000644128         ,2020      
171Er     ,170.938037372       ,0.000001511         ,2020      
171Tm     ,170.936435162       ,0.000001043         ,2020      
171Yb     ,170.936331515       ,0.000000013         ,2020      
171Lu     ,170.937918591       ,0.000001999         ,2020      
171Hf     ,170.940492000       ,0.000031000         ,2020      
171Ta     ,170.944476000       ,0.000030000         ,2020      
171W      ,170.949451000       ,0.000030000         ,2020      
171Re     ,170.955716000       ,0.000030000         ,2020      
171Os     ,170.963180402       ,0.000019589         ,2020      
171Ir     ,170.971645520       ,0.000041295         ,2020      
171Pt     ,170.981248868       ,0.000086904         ,2020      
171Au     ,170.991881533       ,0.000022236         ,2020      
171Hg     ,171.003585          ,0.000329            ,2020      
172Gd     ,171.964605          ,0.000322            ,2020      
172Tb     ,171.957391          ,0.000537            ,2020      
172Dy     ,171.948728          ,0.000322            ,2020      
172Ho     ,171.944730          ,0.000210            ,2020      
172Er     ,171.939363461       ,0.000004253         ,2020      
172Tm     ,171.938406959       ,0.000005884         ,2020      
172Yb     ,171.936386654       ,0.000000014         ,2020      
172Lu     ,171.939091320       ,0.000002507         ,2020      
172Hf     ,171.939449716       ,0.000026224         ,2020      
172Ta     ,171.944895000       ,0.000030000         ,2020      
172W      ,171.947292000       ,0.000030000         ,2020      
172Re     ,171.955376165       ,0.000038183         ,2020      
172Os     ,171.960017309       ,0.000013704         ,2020      
172Ir     ,171.970607035       ,0.000034785         ,2020      
172Pt     ,171.977341059       ,0.000011139         ,2020      
172Au     ,171.989996704       ,0.000060287         ,2020      
172Hg     ,171.998860581       ,0.000161098         ,2020      
173Tb     ,172.960805          ,0.000537            ,2020      
173Dy     ,172.953043          ,0.000429            ,2020      
173Ho     ,172.947020          ,0.000320            ,2020      
173Er     ,172.942400          ,0.000210            ,2020      
173Tm     ,172.939606630       ,0.000004723         ,2020      
173Yb     ,172.938216211       ,0.000000012         ,2020      
173Lu     ,172.938935722       ,0.000001682         ,2020      
173Hf     ,172.940513000       ,0.000030000         ,2020      
173Ta     ,172.943750000       ,0.000030000         ,2020      
173W      ,172.947689000       ,0.000030000         ,2020      
173Re     ,172.953243000       ,0.000030000         ,2020      
173Os     ,172.959808387       ,0.000016059         ,2020      
173Ir     ,172.967505477       ,0.000011316         ,2020      
173Pt     ,172.976449922       ,0.000068096         ,2020      
173Au     ,172.986224263       ,0.000024458         ,2020      
173Hg     ,172.997143          ,0.000215            ,2020      
174Tb     ,173.965679          ,0.000537            ,2020      
174Dy     ,173.955845          ,0.000537            ,2020      
174Ho     ,173.950757          ,0.000322            ,2020      
174Er     ,173.944230          ,0.000320            ,2020      
174Tm     ,173.942174061       ,0.000048010         ,2020      
174Yb     ,173.938867545       ,0.000000011         ,2020      
174Lu     ,173.940342840       ,0.000001682         ,2020      
174Hf     ,173.940048377       ,0.000002425         ,2020      
174Ta     ,173.944454000       ,0.000030000         ,2020      
174W      ,173.946079000       ,0.000030000         ,2020      
174Re     ,173.953115000       ,0.000030000         ,2020      
174Os     ,173.957063192       ,0.000011008         ,2020      
174Ir     ,173.966949939       ,0.000012046         ,2020      
174Pt     ,173.972820431       ,0.000011098         ,2020      
174Au     ,173.984908          ,0.000109            ,2020      
174Hg     ,173.992870575       ,0.000020623         ,2020      
175Dy     ,174.960569          ,0.000537            ,2020      
175Ho     ,174.953516          ,0.000429            ,2020      
175Er     ,174.947770          ,0.000430            ,2020      
175Tm     ,174.943842310       ,0.000053677         ,2020      
175Yb     ,174.941281907       ,0.000000076         ,2020      
175Lu     ,174.940777211       ,0.000001295         ,2020      
175Hf     ,174.941511424       ,0.000002450         ,2020      
175Ta     ,174.943737000       ,0.000030000         ,2020      
175W      ,174.946717000       ,0.000030000         ,2020      
175Re     ,174.951381000       ,0.000030000         ,2020      
175Os     ,174.956945126       ,0.000012640         ,2020      
175Ir     ,174.964149519       ,0.000013295         ,2020      
175Pt     ,174.972400593       ,0.000019982         ,2020      
175Au     ,174.981316375       ,0.000041399         ,2020      
175Hg     ,174.991444451       ,0.000087047         ,2020      
176Dy     ,175.963918          ,0.000537            ,2020      
176Ho     ,175.957713          ,0.000537            ,2020      
176Er     ,175.949940          ,0.000430            ,2020      
176Tm     ,175.946997707       ,0.000107354         ,2020      
176Yb     ,175.942574706       ,0.000000015         ,2020      
176Lu     ,175.942691711       ,0.000001301         ,2020      
176Hf     ,175.941409797       ,0.000001591         ,2020      
176Ta     ,175.944857000       ,0.000033000         ,2020      
176W      ,175.945634000       ,0.000030000         ,2020      
176Re     ,175.951623000       ,0.000030000         ,2020      
176Os     ,175.954770315       ,0.000011754         ,2020      
176Ir     ,175.963626261       ,0.000008679         ,2020      
176Pt     ,175.968938162       ,0.000013647         ,2020      
176Au     ,175.980116925       ,0.000035625         ,2020      
176Hg     ,175.987348670       ,0.000011936         ,2020      
176Tl     ,176.000627731       ,0.000089166         ,2020      
177Ho     ,176.961052          ,0.000537            ,2020      
177Er     ,176.953990          ,0.000540            ,2020      
177Tm     ,176.948932          ,0.000215            ,2020      
177Yb     ,176.945263846       ,0.000000236         ,2020      
177Lu     ,176.943763570       ,0.000001310         ,2020      
177Hf     ,176.943230187       ,0.000001514         ,2020      
177Ta     ,176.944481940       ,0.000003558         ,2020      
177W      ,176.946643000       ,0.000030000         ,2020      
177Re     ,176.950328000       ,0.000030000         ,2020      
177Os     ,176.954957902       ,0.000015687         ,2020      
177Ir     ,176.961301500       ,0.000021213         ,2020      
177Pt     ,176.968469541       ,0.000016090         ,2020      
177Au     ,176.976869701       ,0.000010700         ,2020      
177Hg     ,176.986284590       ,0.000090952         ,2020      
177Tl     ,176.996414252       ,0.000023218         ,2020      
178Ho     ,177.965507          ,0.000537            ,2020      
178Er     ,177.956779          ,0.000640            ,2020      
178Tm     ,177.952506          ,0.000322            ,2020      
178Yb     ,177.946669400       ,0.000007072         ,2020      
178Lu     ,177.945960065       ,0.000002416         ,2020      
178Hf     ,177.943708322       ,0.000001519         ,2020      
178Ta     ,177.945680          ,0.000056            ,2020      
178W      ,177.945885791       ,0.000016316         ,2020      
178Re     ,177.950989000       ,0.000030000         ,2020      
178Os     ,177.953253334       ,0.000014634         ,2020      
178Ir     ,177.961079395       ,0.000020204         ,2020      
178Pt     ,177.965649288       ,0.000010878         ,2020      
178Au     ,177.976056714       ,0.000011000         ,2020      
178Hg     ,177.982484756       ,0.000011548         ,2020      
178Tl     ,177.995047          ,0.000110            ,2020      
178Pb     ,178.003836171       ,0.000024889         ,2020      
179Er     ,178.961267          ,0.000537            ,2020      
179Tm     ,178.955018          ,0.000429            ,2020      
179Yb     ,178.949930          ,0.000215            ,2020      
179Lu     ,178.947332985       ,0.000005528         ,2020      
179Hf     ,178.945825705       ,0.000001520         ,2020      
179Ta     ,178.945939050       ,0.000001574         ,2020      
179W      ,178.947079378       ,0.000015644         ,2020      
179Re     ,178.949989686       ,0.000026450         ,2020      
179Os     ,178.953815985       ,0.000016645         ,2020      
179Ir     ,178.959117594       ,0.000010489         ,2020      
179Pt     ,178.965358742       ,0.000008563         ,2020      
179Au     ,178.973173666       ,0.000012555         ,2020      
179Hg     ,178.981821759       ,0.000030188         ,2020      
179Tl     ,178.991122185       ,0.000041495         ,2020      
179Pb     ,179.002202492       ,0.000087203         ,2020      
180Er     ,179.964380          ,0.000537            ,2020      
180Tm     ,179.959023          ,0.000429            ,2020      
180Yb     ,179.951991          ,0.000322            ,2020      
180Lu     ,179.949890744       ,0.000075926         ,2020      
180Hf     ,179.946559537       ,0.000001525         ,2020      
180Ta     ,179.947467589       ,0.000002219         ,2020      
180W      ,179.946713304       ,0.000001545         ,2020      
180Re     ,179.950791568       ,0.000022965         ,2020      
180Os     ,179.952381665       ,0.000016878         ,2020      
180Ir     ,179.959229446       ,0.000023302         ,2020      
180Pt     ,179.963038010       ,0.000010790         ,2020      
180Au     ,179.972489738       ,0.000005108         ,2020      
180Hg     ,179.978260180       ,0.000013574         ,2020      
