z         nuclide   A         mass                uncertainty         Year/link 
80        Hg        200       199.968326941       0.000000568         2020      
80        Hg        201       200.970303054       0.000000763         2020      
80        Hg        202       201.970643604       0.000000757         2020      
80        Hg        203       202.972872396       0.000001750         2020      
80        Hg        204       203.973494037       0.000000534         2020      
80        Hg        205       204.976073151       0.000003923         2020      
80        Hg        206       205.977513837       0.000021943         2020      
80        Hg        207       206.982300000       0.000032000         2020      
80        Hg        208       207.985759000       0.000033000         2020      
80        Hg        209       208.990757          0.000161            2020      
80        Hg        210       209.994310          0.000215            2020      
80        Hg        211       210.999581          0.000215            2020      
80        Hg        212       212.003242          0.000322            2020      
80        Hg        213       213.008803          0.000322            2020      
80        Hg        214       214.012636          0.000429            2020      
80        Hg        215       215.018368          0.000429            2020      
80        Hg        216       216.022459          0.000429            2020      
--------------------------------------------------------------------------------
81        Tl        176       176.000627731       0.000089166         2020      
81        Tl        177       176.996414252       0.000023218         2020      
81        Tl        178       177.995047          0.000110            2020      
81        Tl        179       178.991122185       0.000041495         2020      
81        Tl        180       179.989918950       0.000075058         2020      
81        Tl        181       180.986259978       0.000009771         2020      
81        Tl        182       181.985692649       0.000012856         2020      
81        Tl        183       182.982192843       0.000010017         2020      
81        Tl        184       183.981874973       0.000010747         2020      
81        Tl        185       184.978789189       0.000022194         2020      
81        Tl        186       185.978654787       0.000022276         2020      
81        Tl        187       186.975904740       0.000008640         2020      
81        Tl        188       187.976020886       0.000032103         2020      
81        Tl        189       188.973573525       0.000008983         2020      
81        Tl        190       189.973841771       0.000007784         2020      
81        Tl        191       190.971784093       0.000007889         2020      
81        Tl        192       191.972225000       0.000034000         2020      
81        Tl        193       192.970501994       0.000007200         2020      
81        Tl        194       193.971081408       0.000015000         2020      
81        Tl        195       194.969774052       0.000011944         2020      
81        Tl        196       195.970481189       0.000013000         2020      
81        Tl        197       196.969560492       0.000014573         2020      
81        Tl        198       197.970446669       0.000008100         2020      
81        Tl        199       198.969877000       0.000030000         2020      
81        Tl        200       199.970963608       0.000006182         2020      
81        Tl        201       200.970820235       0.000015228         2020      
81        Tl        202       201.972108874       0.000001972         2020      
81        Tl        203       202.972344098       0.000001257         2020      
81        Tl        204       203.973863420       0.000001238         2020      
81        Tl        205       204.974427318       0.000001330         2020      
81        Tl        206       205.976110108       0.000001380         2020      
81        Tl        207       206.977418605       0.000005839         2020      
81        Tl        208       207.982018006       0.000001989         2020      
81        Tl        209       208.985351713       0.000006559         2020      
81        Tl        210       209.990072942       0.000012456         2020      
81        Tl        211       210.993475000       0.000045000         2020      
81        Tl        212       211.998335          0.000215            2020      
81        Tl        213       213.001915000       0.000029000         2020      
81        Tl        214       214.006940          0.000210            2020      
81        Tl        215       215.010768          0.000322            2020      
81        Tl        216       216.015964          0.000322            2020      
81        Tl        217       217.020032          0.000429            2020      
81        Tl        218       218.025454          0.000429            2020      
--------------------------------------------------------------------------------
82        Pb        178       178.003836171       0.000024889         2020      
82        Pb        179       179.002202492       0.000087203         2020      
82        Pb        180       179.997916177       0.000013306         2020      
82        Pb        181       180.996660600       0.000091290         2020      
82        Pb        182       181.992673537       0.000012975         2020      
82        Pb        183       182.991862527       0.000031110         2020      
82        Pb        184       183.988135634       0.000013743         2020      
82        Pb        185       184.987610000       0.000017364         2020      
82        Pb        186       185.984239409       0.000011813         2020      
82        Pb        187       186.983910842       0.000005468         2020      
82        Pb        188       187.980879079       0.000010868         2020      
82        Pb        189       188.980843658       0.000015096         2020      
82        Pb        190       189.978081872       0.000013434         2020      
82        Pb        191       190.978216455       0.000007099         2020      
82        Pb        192       191.975789598       0.000006147         2020      
82        Pb        193       192.976135914       0.000011044         2020      
82        Pb        194       193.974011788       0.000018717         2020      
82        Pb        195       194.974516167       0.000005461         2020      
82        Pb        196       195.972787552       0.000008277         2020      
82        Pb        197       196.973434737       0.000005157         2020      
82        Pb        198       197.972015450       0.000009393         2020      
82        Pb        199       198.972912620       0.000007322         2020      
82        Pb        200       199.971818546       0.000010744         2020      
82        Pb        201       200.972870431       0.000014758         2020      
82        Pb        202       201.972151613       0.000004075         2020      
82        Pb        203       202.973390617       0.000007036         2020      
82        Pb        204       203.973043506       0.000001231         2020      
82        Pb        205       204.974481682       0.000001228         2020      
82        Pb        206       205.974465210       0.000001228         2020      
82        Pb        207       206.975896821       0.000001231         2020      
82        Pb        208       207.976652005       0.000001232         2020      
82        Pb        209       208.981089978       0.000001875         2020      
82        Pb        210       209.984188381       0.000001554         2020      
82        Pb        211       210.988735288       0.000002426         2020      
82        Pb        212       211.991895891       0.000001975         2020      
82        Pb        213       212.996560796       0.000007465         2020      
82        Pb        214       213.999803521       0.000002114         2020      
82        Pb        215       215.004661591       0.000056560         2020      
82        Pb        216       216.008062          0.000215            2020      
82        Pb        217       217.013162          0.000322            2020      
82        Pb        218       218.016779          0.000322            2020      
82        Pb        219       219.022136          0.000429            2020      
82        Pb        220       220.025905          0.000429            2020      
--------------------------------------------------------------------------------
83        Bi        184       184.001347          0.000131            2020      
83        Bi        185       184.997600          0.000087            2020      
83        Bi        186       185.996623169       0.000018200         2020      
83        Bi        187       186.993147272       0.000010740         2020      
83        Bi        188       187.992276064       0.000012001         2020      
83        Bi        189       188.989195139       0.000022384         2020      
83        Bi        190       189.988624828       0.000022515         2020      
83        Bi        191       190.985786972       0.000008037         2020      
83        Bi        192       191.985470077       0.000032326         2020      
83        Bi        193       192.982947220       0.000008132         2020      
83        Bi        194       193.982798581       0.000005638         2020      
83        Bi        195       194.980648759       0.000005675         2020      
83        Bi        196       195.980666509       0.000026224         2020      
83        Bi        197       196.978864927       0.000008946         2020      
83        Bi        198       197.979201316       0.000029598         2020      
83        Bi        199       198.977672841       0.000011395         2020      
83        Bi        200       199.978131290       0.000024370         2020      
83        Bi        201       200.976995017       0.000013072         2020      
83        Bi        202       201.977723042       0.000015032         2020      
83        Bi        203       202.976892077       0.000013717         2020      
83        Bi        204       203.977835687       0.000009854         2020      
83        Bi        205       204.977385182       0.000005161         2020      
83        Bi        206       205.978498843       0.000008193         2020      
83        Bi        207       206.978470551       0.000002573         2020      
83        Bi        208       207.979742060       0.000002474         2020      
83        Bi        209       208.980398599       0.000001465         2020      
83        Bi        210       209.984120237       0.000001463         2020      
83        Bi        211       210.987268715       0.000005842         2020      
83        Bi        212       211.991285030       0.000001989         2020      
83        Bi        213       212.994383570       0.000005455         2020      
83        Bi        214       213.998710909       0.000012033         2020      
83        Bi        215       215.001749095       0.000006037         2020      
83        Bi        216       216.006305985       0.000012000         2020      
83        Bi        217       217.009372000       0.000019000         2020      
83        Bi        218       218.014188000       0.000029000         2020      
83        Bi        219       219.017520          0.000215            2020      
83        Bi        220       220.022501          0.000322            2020      
83        Bi        221       221.025980          0.000322            2020      
83        Bi        222       222.031079          0.000322            2020      
83        Bi        223       223.034611          0.000429            2020      
83        Bi        224       224.039796          0.000429            2020      
--------------------------------------------------------------------------------
84        Po        186       186.004403174       0.000019622         2020      
84        Po        187       187.003031482       0.000035030         2020      
84        Po        188       187.999415586       0.000021438         2020      
84        Po        189       188.998473425       0.000023681         2020      
84        Po        190       189.995101731       0.000014131         2020      
84        Po        191       190.994558494       0.000007624         2020      
84        Po        192       191.991340274       0.000011416         2020      
84        Po        193       192.991062421       0.000015599         2020      
84        Po        194       193.988186058       0.000013860         2020      
84        Po        195       194.988065781       0.000006486         2020      
84        Po        196       195.985540722       0.000005778         2020      
84        Po        197       196.985621939       0.000010585         2020      
84        Po        198       197.983388753       0.000018705         2020      
84        Po        199       198.983640445       0.000005828         2020      
84        Po        200       199.981812355       0.000008136         2020      
84        Po        201       200.982263799       0.000005305         2020      
84        Po        202       201.980738934       0.000009307         2020      
84        Po        203       202.981416072       0.000004981         2020      
84        Po        204       203.980310078       0.000010811         2020      
84        Po        205       204.981190006       0.000010798         2020      
84        Po        206       205.980473662       0.000004306         2020      
84        Po        207       206.981593334       0.000007148         2020      
84        Po        208       207.981246035       0.000001795         2020      
84        Po        209       208.982430361       0.000001909         2020      
84        Po        210       209.982873686       0.000001230         2020      
84        Po        211       210.986653171       0.000001347         2020      
84        Po        212       211.988867982       0.000001237         2020      
84        Po        213       212.992857154       0.000003277         2020      
84        Po        214       213.995201287       0.000001556         2020      
84        Po        215       214.999418385       0.000002276         2020      
84        Po        216       216.001913416       0.000001948         2020      
84        Po        217       217.006316145       0.000007025         2020      
84        Po        218       218.008971234       0.000002112         2020      
84        Po        219       219.013614000       0.000017000         2020      
84        Po        220       220.016386000       0.000019000         2020      
84        Po        221       221.021228000       0.000021000         2020      
84        Po        222       222.024140000       0.000043000         2020      
84        Po        223       223.029070          0.000210            2020      
84        Po        224       224.032110          0.000210            2020      
84        Po        225       225.037123          0.000322            2020      
84        Po        226       226.040310          0.000430            2020      
84        Po        227       227.045390          0.000430            2020      
--------------------------------------------------------------------------------
85        At        191       191.004148081       0.000017287         2020      
85        At        192       192.003140912       0.000029922         2020      
85        At        193       192.999927725       0.000023222         2020      
85        At        194       193.999230816       0.000025230         2020      
85        At        195       194.996274480       0.000010276         2020      
85        At        196       195.995799034       0.000032458         2020      
85        At        197       196.993177353       0.000008570         2020      
85        At        198       197.992797864       0.000005265         2020      
85        At        199       198.990527715       0.000005780         2020      
85        At        200       199.990351099       0.000026264         2020      
85        At        201       200.988417058       0.000008786         2020      
85        At        202       201.988625686       0.000029631         2020      
85        At        203       202.986942904       0.000011404         2020      
85        At        204       203.987251393       0.000024335         2020      
85        At        205       204.986060546       0.000012941         2020      
85        At        206       205.986645768       0.000014523         2020      
85        At        207       206.985799715       0.000013318         2020      
85        At        208       207.986613011       0.000009577         2020      
85        At        209       208.986168701       0.000005094         2020      
85        At        210       209.987147423       0.000008261         2020      
85        At        211       210.987496226       0.000002929         2020      
85        At        212       211.990737301       0.000002559         2020      
85        At        213       212.992936593       0.000005258         2020      
85        At        214       213.996372331       0.000004274         2020      
85        At        215       214.998651002       0.000007116         2020      
85        At        216       216.002422643       0.000003837         2020      
85        At        217       217.004717794       0.000005368         2020      
85        At        218       218.008695941       0.000012349         2020      
85        At        219       219.011160587       0.000003474         2020      
85        At        220       220.015433000       0.000015000         2020      
85        At        221       221.018017000       0.000015000         2020      
85        At        222       222.022494000       0.000017000         2020      
85        At        223       223.025151000       0.000015000         2020      
85        At        224       224.029749000       0.000024000         2020      
85        At        225       225.032528          0.000322            2020      
85        At        226       226.037209          0.000322            2020      
85        At        227       227.040183          0.000322            2020      
85        At        228       228.044960          0.000429            2020      
85        At        229       229.048191          0.000429            2020      
--------------------------------------------------------------------------------
86        Rn        193       193.009707973       0.000026958         2020      
86        Rn        194       194.006145636       0.000017884         2020      
86        Rn        195       195.005421703       0.000055487         2020      
86        Rn        196       196.002120431       0.000015087         2020      
86        Rn        197       197.001621446       0.000017383         2020      
86        Rn        198       197.998679197       0.000014406         2020      
86        Rn        199       198.998325436       0.000007833         2020      
86        Rn        200       199.995705335       0.000006217         2020      
86        Rn        201       200.995590511       0.000010865         2020      
86        Rn        202       201.993263982       0.000018808         2020      
86        Rn        203       202.993361155       0.000006242         2020      
86        Rn        204       203.991443729       0.000007991         2020      
86        Rn        205       204.991723228       0.000005453         2020      
86        Rn        206       205.990195409       0.000009223         2020      
86        Rn        207       206.990730224       0.000005090         2020      
86        Rn        208       207.989634513       0.000010910         2020      
86        Rn        209       208.990401389       0.000010692         2020      
86        Rn        210       209.989688862       0.000004892         2020      
86        Rn        211       210.990600767       0.000007314         2020      
86        Rn        212       211.990703946       0.000003338         2020      
86        Rn        213       212.993885147       0.000003618         2020      
86        Rn        214       213.995362650       0.000009862         2020      
86        Rn        215       214.998745037       0.000006538         2020      
86        Rn        216       216.000271942       0.000006192         2020      
86        Rn        217       217.003927632       0.000004506         2020      
86        Rn        218       218.005601123       0.000002486         2020      
86        Rn        219       219.009478683       0.000002254         2020      
86        Rn        220       220.011392443       0.000001947         2020      
86        Rn        221       221.015535637       0.000006134         2020      
86        Rn        222       222.017576017       0.000002086         2020      
86        Rn        223       223.021889283       0.000008397         2020      
86        Rn        224       224.024095803       0.000010536         2020      
86        Rn        225       225.028485572       0.000011958         2020      
86        Rn        226       226.030861380       0.000011247         2020      
86        Rn        227       227.035304393       0.000015127         2020      
86        Rn        228       228.037835415       0.000018977         2020      
86        Rn        229       229.042257272       0.000014000         2020      
86        Rn        230       230.045271          0.000215            2020      
86        Rn        231       231.049973          0.000322            2020      
--------------------------------------------------------------------------------
87        Fr        197       197.011008086       0.000060584         2020      
87        Fr        198       198.010282081       0.000033419         2020      
87        Fr        199       199.007269384       0.000014734         2020      
87        Fr        200       200.006584666       0.000032769         2020      
87        Fr        201       201.003852491       0.000009747         2020      
87        Fr        202       202.003329637       0.000006476         2020      
87        Fr        203       203.000940867       0.000006689         2020      
87        Fr        204       204.000651972       0.000026389         2020      
87        Fr        205       204.998593854       0.000008399         2020      
87        Fr        206       205.998661441       0.000029856         2020      
87        Fr        207       206.996941450       0.000018847         2020      
87        Fr        208       207.997139082       0.000012514         2020      
87        Fr        209       208.995939701       0.000012349         2020      
87        Fr        210       209.996410596       0.000014407         2020      
87        Fr        211       210.995555189       0.000012872         2020      
87        Fr        212       211.996225420       0.000009419         2020      
87        Fr        213       212.996184410       0.000005053         2020      
87        Fr        214       213.998971193       0.000009145         2020      
87        Fr        215       215.000341534       0.000007585         2020      
87        Fr        216       216.003189523       0.000004480         2020      
87        Fr        217       217.004631980       0.000007011         2020      
87        Fr        218       218.007578620       0.000004546         2020      
87        Fr        219       219.009250664       0.000007380         2020      
87        Fr        220       220.012326789       0.000004324         2020      
87        Fr        221       221.014253714       0.000005245         2020      
87        Fr        222       222.017582615       0.000008000         2020      
87        Fr        223       223.019734241       0.000002073         2020      
87        Fr        224       224.023348096       0.000012000         2020      
87        Fr        225       225.025572466       0.000012847         2020      
87        Fr        226       226.029544512       0.000006688         2020      
87        Fr        227       227.031865413       0.000006332         2020      
87        Fr        228       228.035839433       0.000007226         2020      
87        Fr        229       229.038291443       0.000005368         2020      
87        Fr        230       230.042390787       0.000007022         2020      
87        Fr        231       231.045175353       0.000008300         2020      
87        Fr        232       232.049461219       0.000015000         2020      
87        Fr        233       233.052517833       0.000021000         2020      
--------------------------------------------------------------------------------
88        Ra        201       201.012814699       0.000021794         2020      
88        Ra        202       202.009742305       0.000016122         2020      
88        Ra        203       203.009233907       0.000010400         2020      
88        Ra        204       204.006506855       0.000009580         2020      
88        Ra        205       205.006230692       0.000024446         2020      
88        Ra        206       206.003827842       0.000019332         2020      
88        Ra        207       207.003772420       0.000062572         2020      
88        Ra        208       208.001855012       0.000009686         2020      
88        Ra        209       209.001994902       0.000006169         2020      
88        Ra        210       210.000475406       0.000009868         2020      
88        Ra        211       211.000893049       0.000005331         2020      
88        Ra        212       211.999786619       0.000011007         2020      
88        Ra        213       213.000370971       0.000010540         2020      
88        Ra        214       214.000099560       0.000005636         2020      
88        Ra        215       215.002718208       0.000007730         2020      
88        Ra        216       216.003533534       0.000008592         2020      
88        Ra        217       217.006322676       0.000007564         2020      
88        Ra        218       218.007134297       0.000010528         2020      
88        Ra        219       219.010084715       0.000007315         2020      
88        Ra        220       220.011027542       0.000008153         2020      
88        Ra        221       221.013917293       0.000004970         2020      
88        Ra        222       222.015373371       0.000004781         2020      
88        Ra        223       223.018500648       0.000002243         2020      
88        Ra        224       224.020210361       0.000001944         2020      
88        Ra        225       225.023610502       0.000002786         2020      
88        Ra        226       226.025408186       0.000002068         2020      
88        Ra        227       227.029176205       0.000002089         2020      
88        Ra        228       228.031068574       0.000002141         2020      
88        Ra        229       229.034956703       0.000016576         2020      
88        Ra        230       230.037054776       0.000011053         2020      
88        Ra        231       231.041027085       0.000012206         2020      
88        Ra        232       232.043475267       0.000009823         2020      
88        Ra        233       233.047594570       0.000009235         2020      
88        Ra        234       234.050382100       0.000009000         2020      
88        Ra        235       235.054890          0.000322            2020      
--------------------------------------------------------------------------------
89        Ac        205       205.015144152       0.000063682         2020      
89        Ac        206       206.014476477       0.000069874         2020      
89        Ac        207       207.011965967       0.000060384         2020      
89        Ac        208       208.011552251       0.000069225         2020      
89        Ac        209       209.009495375       0.000059953         2020      
89        Ac        210       210.009408625       0.000066782         2020      
89        Ac        211       211.007668846       0.000057706         2020      
89        Ac        212       212.007836442       0.000023492         2020      
89        Ac        213       213.006592665       0.000012522         2020      
89        Ac        214       214.006906400       0.000014547         2020      
89        Ac        215       215.006474061       0.000013318         2020      
89        Ac        216       216.008749101       0.000009908         2020      
89        Ac        217       217.009342325       0.000012048         2020      
89        Ac        218       218.011648860       0.000061853         2020      
89        Ac        219       219.012420425       0.000055263         2020      
89        Ac        220       220.014754527       0.000006579         2020      
89        Ac        221       221.015599721       0.000061086         2020      
89        Ac        222       222.017844232       0.000005044         2020      
89        Ac        223       223.019135982       0.000007457         2020      
89        Ac        224       224.021722249       0.000004389         2020      
89        Ac        225       225.023228601       0.000005107         2020      
89        Ac        226       226.026096999       0.000003327         2020      
89        Ac        227       227.027750594       0.000002068         2020      
89        Ac        228       228.031019685       0.000002247         2020      
89        Ac        229       229.032947000       0.000013000         2020      
89        Ac        230       230.036327000       0.000017000         2020      
89        Ac        231       231.038393000       0.000014000         2020      
89        Ac        232       232.042034000       0.000014000         2020      
89        Ac        233       233.044346000       0.000014000         2020      
89        Ac        234       234.048139000       0.000015000         2020      
89        Ac        235       235.050840000       0.000015000         2020      
89        Ac        236       236.054988000       0.000041000         2020      
89        Ac        237       237.057993          0.000429            2020      
--------------------------------------------------------------------------------
90        Th        208       208.017915348       0.000034208         2020      
90        Th        209       209.017601          0.000111            2020      
90        Th        210       210.015093515       0.000020299         2020      
90        Th        211       211.014896923       0.000092399         2020      
90        Th        212       212.013001570       0.000010852         2020      
90        Th        213       213.013011470       0.000009895         2020      
90        Th        214       214.011481480       0.000011445         2020      
90        Th        215       215.011724640       0.000006800         2020      
90        Th        216       216.011055933       0.000011920         2020      
90        Th        217       217.013103443       0.000011394         2020      
90        Th        218       218.013276248       0.000011289         2020      
90        Th        219       219.015526432       0.000060611         2020      
90        Th        220       220.015769866       0.000014693         2020      
90        Th        221       221.018185757       0.000008582         2020      
90        Th        222       222.018468220       0.000010966         2020      
90        Th        223       223.020811083       0.000008527         2020      
90        Th        224       224.021466137       0.000010310         2020      
90        Th        225       225.023950975       0.000005467         2020      
90        Th        226       226.024903699       0.000004810         2020      
90        Th        227       227.027702546       0.000002241         2020      
90        Th        228       228.028739741       0.000001938         2020      
90        Th        229       229.031761357       0.000002581         2020      
90        Th        230       230.033132267       0.000001297         2020      
90        Th        231       231.036302764       0.000001306         2020      
90        Th        232       232.038053606       0.000001525         2020      
90        Th        233       233.041580126       0.000001528         2020      
90        Th        234       234.043599801       0.000002779         2020      
90        Th        235       235.047255000       0.000014000         2020      
90        Th        236       236.049657000       0.000015000         2020      
90        Th        237       237.053629000       0.000017000         2020      
90        Th        238       238.056388          0.000304            2020      
90        Th        239       239.060655          0.000429            2020      
--------------------------------------------------------------------------------
91        Pa        211       211.023674036       0.000074581         2020      
91        Pa        212       212.023184819       0.000094047         2020      
91        Pa        213       213.021099644       0.000061374         2020      
91        Pa        214       214.020891055       0.000087180         2020      
91        Pa        215       215.019113955       0.000088513         2020      
91        Pa        216       216.019134633       0.000026459         2020      
91        Pa        217       217.018309024       0.000013417         2020      
91        Pa        218       218.020021133       0.000019158         2020      
91        Pa        219       219.019949909       0.000074831         2020      
91        Pa        220       220.021769753       0.000015732         2020      
91        Pa        221       221.021873393       0.000063746         2020      
91        Pa        222       222.023687064       0.000092975         2020      
91        Pa        223       223.023980414       0.000081193         2020      
91        Pa        224       224.025617286       0.000008145         2020      
91        Pa        225       225.026147927       0.000087887         2020      
91        Pa        226       226.027948217       0.000012037         2020      
91        Pa        227       227.028803586       0.000007797         2020      
91        Pa        228       228.031050758       0.000004659         2020      
91        Pa        229       229.032095585       0.000003521         2020      
91        Pa        230       230.034539717       0.000003261         2020      
91        Pa        231       231.035882500       0.000001901         2020      
91        Pa        232       232.038590205       0.000008206         2020      
91        Pa        233       233.040246535       0.000001433         2020      
91        Pa        234       234.043305555       0.000004395         2020      
91        Pa        235       235.045399000       0.000015000         2020      
91        Pa        236       236.048668000       0.000015000         2020      
91        Pa        237       237.051023000       0.000014000         2020      
91        Pa        238       238.054637000       0.000017000         2020      
91        Pa        239       239.057260          0.000210            2020      
91        Pa        240       240.061203          0.000215            2020      
91        Pa        241       241.064134          0.000322            2020      
--------------------------------------------------------------------------------
92        U         215       215.026719774       0.000111794         2020      
92        U         216       216.024762829       0.000030158         2020      
92        U         217       217.024660          0.000086            2020      
92        U         218       218.023504877       0.000014722         2020      
92        U         219       219.025009233       0.000014319         2020      
92        U         220       220.024706          0.000108            2020      
92        U         221       221.026323297       0.000077440         2020      
92        U         222       222.026057957       0.000055817         2020      
92        U         223       223.027960754       0.000063396         2020      
92        U         224       224.027635913       0.000016383         2020      
92        U         225       225.029385050       0.000010664         2020      
92        U         226       226.029338669       0.000011884         2020      
92        U         227       227.031181124       0.000009136         2020      
92        U         228       228.031368959       0.000014465         2020      
92        U         229       229.033505976       0.000006374         2020      
92        U         230       230.033940114       0.000004841         2020      
92        U         231       231.036292180       0.000002866         2020      
92        U         232       232.037154765       0.000001941         2020      
92        U         233       233.039634294       0.000002420         2020      
92        U         234       234.040950296       0.000001212         2020      
92        U         235       235.043928117       0.000001198         2020      
92        U         236       236.045566130       0.000001193         2020      
92        U         237       237.048728309       0.000001290         2020      
92        U         238       238.050786936       0.000001601         2020      
92        U         239       239.054291989       0.000001612         2020      
92        U         240       240.056592411       0.000002740         2020      
92        U         241       241.060330          0.000210            2020      
92        U         242       242.062931          0.000215            2020      
92        U         243       243.067075          0.000322            2020      
--------------------------------------------------------------------------------
93        Np        219       219.031601865       0.000098732         2020      
93        Np        220       220.032716280       0.000032977         2020      
93        Np        221       221.032110          0.000215            2020      
93        Np        222       222.033574706       0.000040849         2020      
93        Np        223       223.032913340       0.000088956         2020      
93        Np        224       224.034388030       0.000031052         2020      
93        Np        225       225.033943422       0.000098355         2020      
93        Np        226       226.035230364       0.000109568         2020      
93        Np        227       227.034975012       0.000082651         2020      
93        Np        228       228.036313          0.000108            2020      
93        Np        229       229.036287269       0.000108618         2020      
93        Np        230       230.037828060       0.000059051         2020      
93        Np        231       231.038243598       0.000054916         2020      
93        Np        232       232.040107          0.000107            2020      
93        Np        233       233.040739421       0.000054729         2020      
93        Np        234       234.042893245       0.000009014         2020      
93        Np        235       235.044061518       0.000001490         2020      
93        Np        236       236.046568296       0.000054129         2020      
93        Np        237       237.048171640       0.000001201         2020      
93        Np        238       238.050944603       0.000001220         2020      
93        Np        239       239.052937538       0.000001406         2020      
93        Np        240       240.056163778       0.000018284         2020      
93        Np        241       241.058309671       0.000107360         2020      
93        Np        242       242.061639548       0.000214712         2020      
93        Np        243       243.064204          0.000034            2020      
93        Np        244       244.067891          0.000107            2020      
93        Np        245       245.070693          0.000215            2020      
--------------------------------------------------------------------------------
94        Pu        221       221.038572          0.000322            2020      
94        Pu        222       222.037638          0.000322            2020      
94        Pu        223       223.038777          0.000322            2020      
94        Pu        224       224.037875          0.000322            2020      
94        Pu        225       225.038970          0.000322            2020      
94        Pu        226       226.038250          0.000215            2020      
94        Pu        227       227.039474          0.000107            2020      
94        Pu        228       228.038763325       0.000025069         2020      
94        Pu        229       229.040145099       0.000065092         2020      
94        Pu        230       230.039648313       0.000015514         2020      
94        Pu        231       231.041125946       0.000023683         2020      
94        Pu        232       232.041182133       0.000018126         2020      
94        Pu        233       233.042997411       0.000058162         2020      
94        Pu        234       234.043317489       0.000007298         2020      
94        Pu        235       235.045284609       0.000022030         2020      
94        Pu        236       236.046056661       0.000001942         2020      
94        Pu        237       237.048407888       0.000001821         2020      
94        Pu        238       238.049558175       0.000001221         2020      
94        Pu        239       239.052161596       0.000001194         2020      
94        Pu        240       240.053811740       0.000001186         2020      
94        Pu        241       241.056849651       0.000001186         2020      
94        Pu        242       242.058740979       0.000001336         2020      
94        Pu        243       243.062002068       0.000002728         2020      
94        Pu        244       244.064204401       0.000002518         2020      
94        Pu        245       245.067824554       0.000014621         2020      
94        Pu        246       246.070204172       0.000016087         2020      
94        Pu        247       247.074300          0.000215            2020      
--------------------------------------------------------------------------------
95        Am        223       223.045840          0.000322            2020      
95        Am        224       224.046442          0.000429            2020      
95        Am        225       225.045508          0.000429            2020      
95        Am        226       226.046130          0.000322            2020      
95        Am        227       227.045282          0.000215            2020      
95        Am        228       228.046001          0.000215            2020      
95        Am        229       229.045282534       0.000114169         2020      
95        Am        230       230.046025          0.000153            2020      
95        Am        231       231.045529          0.000322            2020      
95        Am        232       232.046613          0.000322            2020      
95        Am        233       233.046468          0.000123            2020      
95        Am        234       234.047731          0.000172            2020      
95        Am        235       235.047906478       0.000056661         2020      
95        Am        236       236.049427          0.000127            2020      
95        Am        237       237.049995          0.000064            2020      
95        Am        238       238.051982531       0.000063243         2020      
95        Am        239       239.053022729       0.000002127         2020      
95        Am        240       240.055298374       0.000014849         2020      
95        Am        241       241.056827343       0.000001195         2020      
95        Am        242       242.059547358       0.000001199         2020      
95        Am        243       243.061379889       0.000001490         2020      
95        Am        244       244.064282892       0.000001600         2020      
95        Am        245       245.066452827       0.000002024         2020      
95        Am        246       246.069774          0.000019            2020      
95        Am        247       247.072092          0.000107            2020      
95        Am        248       248.075752          0.000215            2020      
